enqueue_latency_ns,dequeue_latency_ns
509.967,579.962
1039.93,899.941
449.971,639.958
399.974,1219.92
329.979,909.941
319.979,839.945
159.99,1739.89
49.9967,799.948
289.981,1189.92
319.979,1579.9
39.9974,599.961
259.983,1029.93
369.976,599.961
449.971,1309.91
319.979,999.935
49.9967,819.947
39.9974,1379.91
509.967,879.943
39.9974,1429.91
159.99,679.956
49.9967,689.955
469.969,669.956
49.9967,999.935
179.988,549.964
49.9967,489.968
469.969,929.94
309.98,1579.9
169.989,1029.93
439.971,1349.91
579.962,1389.91
399.974,769.95
399.974,759.951
399.974,1399.91
1029.93,1339.91
309.98,979.936
449.971,1439.91
459.97,2029.87
49.9967,1169.92
179.988,809.947
49.9967,799.948
169.989,1109.93
49.9967,509.967
49.9967,1259.92
49.9967,829.946
49.9967,949.938
169.989,2209.86
159.99,1409.91
179.988,809.947
409.973,529.966
409.973,929.94
289.981,669.956
309.98,829.946
49.9967,999.935
409.973,1169.92
389.975,1119.93
329.979,539.965
469.969,579.962
389.975,1009.93
439.971,1039.93
449.971,689.955
429.972,859.944
399.974,1629.89
309.98,919.94
49.9967,889.942
329.979,1819.88
1409.91,689.955
539.965,839.945
529.966,529.966
869.943,559.964
509.967,1429.91
319.979,849.945
489.968,1049.93
469.969,1069.93
399.974,1489.9
429.972,779.949
459.97,599.961
309.98,949.938
289.981,789.949
319.979,599.961
299.98,869.943
319.979,699.954
389.975,769.95
299.98,569.963
499.967,389.975
769.95,959.938
309.98,689.955
309.98,1159.92
519.966,889.942
319.979,629.959
379.975,919.94
469.969,1199.92
319.979,1209.92
479.969,649.958
439.971,1049.93
369.976,1389.91
169.989,1509.9
419.973,1059.93
1539.9,799.948
649.958,1329.91
569.963,859.944
369.976,869.943
549.964,749.951
419.973,659.957
519.966,1419.91
509.967,1249.92
499.967,939.939
409.973,689.955
319.979,539.965
209.986,679.956
179.988,759.951
349.977,1869.88
349.977,1389.91
719.953,979.936
489.968,1279.92
239.984,1019.93
659.957,1249.92
579.962,1309.91
49.9967,929.94
369.976,299.98
579.962,1029.93
49.9967,879.943
519.966,849.945
369.976,1309.91
49.9967,879.943
399.974,759.951
329.979,749.951
329.979,899.941
199.987,849.945
619.96,1319.91
1259.92,1099.93
739.952,1519.9
429.972,739.952
159.99,879.943
429.972,869.943
399.974,1159.92
319.979,1239.92
159.99,1699.89
439.971,999.935
929.94,1649.89
489.968,1179.92
419.973,689.955
429.972,1439.91
499.967,1379.91
429.972,2149.86
169.989,2229.85
439.971,749.951
389.975,869.943
169.989,539.965
309.98,1039.93
399.974,1349.91
499.967,929.94
369.976,1109.93
529.966,929.94
319.979,489.968
319.979,399.974
549.964,1959.87
399.974,1179.92
169.989,1019.93
459.97,919.94
159.99,949.938
409.973,909.941
1879.88,859.944
459.97,749.951
439.971,1089.93
199.987,1009.93
449.971,589.962
319.979,919.94
399.974,749.951
579.962,1049.93
529.966,1579.9
489.968,739.952
169.989,819.947
309.98,489.968
319.979,519.966
499.967,569.963
399.974,1169.92
329.979,749.951
429.972,989.936
499.967,1889.88
299.98,759.951
319.979,1509.9
399.974,719.953
309.98,589.962
369.976,959.938
519.966,1219.92
399.974,859.944
379.975,1009.93
319.979,759.951
339.978,629.959
519.966,739.952
379.975,519.966
319.979,1319.91
479.969,529.966
2039.87,689.955
539.965,439.971
319.979,1049.93
379.975,849.945
409.973,1289.92
669.956,1149.93
419.973,979.936
429.972,729.953
439.971,819.947
369.976,669.956
169.989,1619.89
159.99,1569.9
169.989,549.964
339.978,1109.93
409.973,829.946
389.975,859.944
309.98,729.953
259.983,1039.93
399.974,1069.93
369.976,1129.93
179.988,419.973
339.978,1409.91
49.9967,1039.93
419.973,949.938
179.988,649.958
49.9967,719.953
299.98,1149.93
169.989,819.947
309.98,819.947
459.97,859.944
349.977,879.943
169.989,1199.92
1319.91,949.938
529.966,759.951
589.962,1149.93
439.971,1379.91
279.982,1149.93
319.979,889.942
519.966,809.947
159.99,1129.93
319.979,859.944
309.98,1239.92
739.952,1089.93
579.962,1909.88
159.99,639.958
419.973,879.943
399.974,1229.92
459.97,1109.93
39.9974,1119.93
39.9974,1409.91
299.98,609.96
179.988,1319.91
469.969,769.95
279.982,829.946
49.9967,639.958
449.971,619.96
159.99,929.94
39.9974,679.956
469.969,929.94
49.9967,709.954
169.989,1489.9
329.979,509.967
229.985,1649.89
449.971,1059.93
1259.92,599.961
589.962,809.947
379.975,589.962
389.975,1309.91
319.979,1179.92
369.976,789.949
429.972,729.953
319.979,1009.93
729.953,1539.9
519.966,759.951
349.977,2409.84
259.983,1289.92
399.974,1129.93
449.971,4299.72
169.989,999.935
519.966,649.958
159.99,1069.93
49.9967,769.95
419.973,749.951
399.974,839.945
549.964,1809.88
309.98,1319.91
319.979,889.942
469.969,639.958
379.975,549.964
329.979,609.96
499.967,479.969
289.981,1509.9
399.974,619.96
319.979,1269.92
459.97,909.941
489.968,1339.91
1289.92,919.94
419.973,1339.91
309.98,509.967
369.976,659.957
289.981,1269.92
509.967,1449.91
419.973,649.958
579.962,1749.89
169.989,1029.93
349.977,869.943
589.962,1099.93
399.974,969.937
569.963,939.939
449.971,719.953
49.9967,1529.9
469.969,1079.93
579.962,579.962
479.969,2149.86
169.989,909.941
299.98,709.954
579.962,1679.89
259.983,789.949
319.979,1359.91
289.981,1189.92
299.98,1139.93
49.9967,1009.93
159.99,1359.91
49.9967,1199.92
209.986,1099.93
159.99,1139.93
169.989,2239.85
49.9967,699.954
1499.9,829.946
779.949,1259.92
409.973,879.943
309.98,749.951
689.955,1289.92
169.989,599.961
289.981,1539.9
399.974,979.936
449.971,959.938
499.967,909.941
399.974,779.949
299.98,999.935
389.975,1129.93
169.989,609.96
49.9967,1039.93
409.973,779.949
369.976,869.943
509.967,1039.93
439.971,729.953
319.979,939.939
479.969,1179.92
449.971,599.961
409.973,799.948
419.973,1009.93
319.979,1109.93
489.968,979.936
529.966,1199.92
379.975,1809.88
49.9967,979.936
49.9967,649.958
409.973,1319.91
309.98,949.938
1079.93,829.946
539.965,1979.87
429.972,789.949
309.98,1009.93
509.967,789.949
399.974,1099.93
399.974,949.938
369.976,1559.9
319.979,1029.93
389.975,669.956
159.99,1269.92
259.983,919.94
169.989,539.965
179.988,719.953
509.967,1369.91
399.974,959.938
319.979,869.943
459.97,689.955
629.959,1139.93
499.967,1029.93
319.979,659.957
309.98,709.954
319.979,749.951
449.971,939.939
399.974,609.96
479.969,1189.92
409.973,1209.92
309.98,559.964
429.972,819.947
409.973,1099.93
299.98,1859.88
359.977,1189.92
869.943,1379.91
559.964,769.95
299.98,1029.93
179.988,1169.92
329.979,959.938
409.973,549.964
449.971,1039.93
319.979,719.953
499.967,179.988
409.973,539.965
319.979,819.947
509.967,799.948
329.979,1509.9
389.975,939.939
399.974,579.962
499.967,739.952
319.979,2729.82
49.9967,999.935
319.979,849.945
159.99,799.948
159.99,1069.93
519.966,1249.92
589.962,1539.9
169.989,909.941
289.981,1309.91
519.966,619.96
539.965,1369.91
289.981,339.978
169.989,1009.93
169.989,879.943
489.968,779.949
259.983,1429.91
1549.9,669.956
499.967,1259.92
509.967,329.979
609.96,699.954
519.966,779.949
329.979,1939.87
449.971,1489.9
319.979,1029.93
549.964,1999.87
49.9967,749.951
169.989,1329.91
49.9967,929.94
169.989,779.949
49.9967,979.936
319.979,1039.93
39.9974,739.952
259.983,1169.92
179.988,649.958
369.976,649.958
289.981,1129.93
289.981,869.943
399.974,609.96
299.98,1079.93
409.973,1089.93
399.974,1289.92
409.973,1449.91
419.973,989.936
399.974,759.951
449.971,709.954
309.98,699.954
389.975,1339.91
579.962,719.953
1649.89,1259.92
579.962,739.952
399.974,1559.9
609.96,619.96
539.965,889.942
529.966,909.941
419.973,759.951
159.99,1639.89
319.979,1009.93
329.979,1249.92
39.9974,969.937
179.988,1019.93
39.9974,1089.93
169.989,1239.92
169.989,1309.91
289.981,969.937
469.969,1359.91
159.99,879.943
169.989,719.953
179.988,629.959
479.969,889.942
319.979,979.936
419.973,1459.91
509.967,819.947
319.979,1579.9
389.975,1409.91
319.979,1069.93
339.978,1529.9
339.978,909.941
309.98,899.941
449.971,669.956
399.974,2069.87
1449.91,809.947
499.967,1199.92
299.98,1679.89
309.98,639.958
159.99,839.945
319.979,1529.9
429.972,1279.92
429.972,309.98
669.956,1449.91
509.967,659.957
319.979,1359.91
319.979,1239.92
509.967,839.945
659.957,1089.93
319.979,499.967
339.978,549.964
49.9967,689.955
319.979,929.94
329.979,809.947
309.98,749.951
169.989,1249.92
439.971,719.953
449.971,1099.93
289.981,609.96
419.973,739.952
329.979,519.966
409.973,609.96
319.979,889.942
329.979,519.966
289.981,1349.91
469.969,1229.92
399.974,1079.93
1069.93,1519.9
549.964,1159.92
449.971,699.954
329.979,969.937
299.98,959.938
49.9967,989.936
689.955,1109.93
169.989,779.949
729.953,929.94
559.964,939.939
609.96,679.956
409.973,879.943
639.958,1139.93
459.97,1159.92
409.973,769.95
409.973,539.965
319.979,1439.91
329.979,689.955
309.98,639.958
399.974,779.949
509.967,1339.91
509.967,979.936
289.981,1409.91
179.988,589.962
39.9974,859.944
319.979,1019.93
299.98,789.949
499.967,1369.91
179.988,659.957
49.9967,859.944
39.9974,1029.93
49.9967,879.943
1779.88,1019.93
489.968,939.939
549.964,1149.93
509.967,1259.92
529.966,719.953
459.97,1969.87
469.969,1749.89
439.971,1199.92
429.972,909.941
269.982,1159.92
659.957,1309.91
49.9967,1049.93
379.975,599.961
479.969,919.94
269.982,1429.91
359.977,749.951
429.972,1269.92
399.974,1069.93
179.988,509.967
499.967,1199.92
299.98,599.961
389.975,1069.93
319.979,639.958
419.973,739.952
349.977,1009.93
409.973,709.954
309.98,739.952
349.977,1129.93
309.98,1019.93
329.979,759.951
319.979,1139.93
449.971,859.944
1269.92,709.954
429.972,1239.92
309.98,819.947
279.982,1379.91
319.979,1909.88
509.967,619.96
339.978,1169.92
159.99,1139.93
399.974,1879.88
419.973,869.943
169.989,1089.93
499.967,899.941
159.99,1079.93
49.9967,1129.93
609.96,689.955
329.979,1919.88
479.969,509.967
509.967,829.946
449.971,1449.91
659.957,649.958
719.953,969.937
49.9967,579.962
619.96,979.936
519.966,549.964
389.975,949.938
399.974,329.979
499.967,819.947
399.974,669.956
479.969,1749.89
299.98,919.94
489.968,1699.89
569.963,1339.91
1089.93,829.946
469.969,689.955
399.974,839.945
239.984,829.946
479.969,1079.93
319.979,669.956
509.967,959.938
49.9967,939.939
409.973,959.938
249.984,1159.92
309.98,1459.91
169.989,859.944
399.974,689.955
349.977,1289.92
419.973,839.945
389.975,689.955
709.954,809.947
649.958,1209.92
319.979,739.952
299.98,1069.93
429.972,929.94
489.968,949.938
479.969,1249.92
319.979,1179.92
319.979,849.945
309.98,979.936
49.9967,1169.92
549.964,609.96
499.967,799.948
369.976,1079.93
299.98,899.941
319.979,679.956
809.947,1009.93
449.971,859.944
409.973,939.939
469.969,1569.9
319.979,729.953
309.98,1579.9
669.956,1179.92
319.979,839.945
429.972,1319.91
599.961,939.939
419.973,779.949
309.98,999.935
409.973,1199.92
399.974,1009.93
389.975,679.956
299.98,1129.93
319.979,1339.91
649.958,1469.9
439.971,579.962
309.98,949.938
389.975,979.936
309.98,519.966
399.974,969.937
339.978,739.952
449.971,1079.93
309.98,1269.92
409.973,619.96
289.981,1019.93
439.971,419.973
589.962,1029.93
399.974,1579.9
369.976,1399.91
1309.91,659.957
369.976,589.962
539.965,759.951
459.97,769.95
459.97,869.943
329.979,609.96
569.963,1869.88
299.98,1269.92
629.959,909.941
289.981,669.956
319.979,1299.92
409.973,589.962
299.98,1179.92
529.966,929.94
319.979,869.943
399.974,689.955
299.98,429.972
319.979,1059.93
329.979,609.96
169.989,709.954
469.969,969.937
319.979,809.947
509.967,679.956
149.99,1249.92
459.97,829.946
329.979,699.954
519.966,869.943
319.979,409.973
169.989,989.936
519.966,1379.91
419.973,569.963
309.98,1289.92
1559.9,1739.89
609.96,669.956
329.979,729.953
319.979,969.937
409.973,989.936
419.973,1069.93
419.973,1429.91
299.98,1779.88
409.973,1319.91
319.979,1099.93
469.969,759.951
419.973,919.94
409.973,529.966
399.974,1649.89
319.979,1479.9
409.973,1909.88
389.975,1479.9
629.959,1069.93
309.98,1049.93
289.981,1039.93
309.98,1079.93
429.972,1119.93
459.97,1179.92
339.978,729.953
459.97,819.947
319.979,629.959
409.973,1099.93
559.964,879.943
299.98,769.95
289.981,1309.91
429.972,1839.88
49.9967,889.942
2419.84,1389.91
449.971,1579.9
279.982,1299.92
309.98,1139.93
409.973,889.942
49.9967,609.96
529.966,1319.91
49.9967,839.945
169.989,649.958
159.99,1199.92
169.989,1539.9
529.966,879.943
169.989,489.968
449.971,1929.87
49.9967,1599.9
179.988,939.939
349.977,919.94
49.9967,909.941
479.969,979.936
479.969,1499.9
469.969,1339.91
579.962,1339.91
399.974,1209.92
499.967,1719.89
289.981,859.944
319.979,1409.91
539.965,859.944
179.988,549.964
299.98,1379.91
399.974,1089.93
409.973,579.962
649.958,529.966
1179.92,789.949
699.954,839.945
419.973,1009.93
389.975,1089.93
389.975,1489.9
329.979,709.954
489.968,949.938
519.966,1279.92
409.973,799.948
319.979,1119.93
479.969,1259.92
159.99,1039.93
439.971,889.942
399.974,849.945
599.961,1339.91
409.973,1239.92
379.975,329.979
319.979,529.966
319.979,599.961
309.98,639.958
329.979,409.973
229.985,799.948
159.99,1329.91
409.973,819.947
169.989,1529.9
359.977,879.943
499.967,639.958
499.967,609.96
429.972,639.958
439.971,1629.89
409.973,1549.9
379.975,1319.91
1569.9,849.945
409.973,829.946
399.974,1609.9
469.969,1129.93
579.962,1049.93
309.98,1139.93
319.979,869.943
319.979,789.949
419.973,1009.93
39.9974,1529.9
369.976,1429.91
169.989,529.966
49.9967,649.958
399.974,1149.93
319.979,1079.93
299.98,829.946
299.98,849.945
319.979,1209.92
289.981,879.943
319.979,1019.93
319.979,1109.93
329.979,1299.92
329.979,769.95
319.979,719.953
459.97,989.936
399.974,799.948
459.97,429.972
399.974,1379.91
409.973,509.967
409.973,1079.93
899.941,1299.92
419.973,1059.93
1469.9,919.94
529.966,449.971
389.975,649.958
399.974,1409.91
329.979,1149.93
459.97,1009.93
319.979,829.946
169.989,689.955
49.9967,1229.92
389.975,1319.91
519.966,789.949
299.98,1309.91
429.972,799.948
419.973,999.935
409.973,969.937
379.975,509.967
409.973,879.943
299.98,959.938
379.975,639.958
409.973,719.953
409.973,639.958
399.974,759.951
419.973,999.935
449.971,1059.93
319.979,1379.91
369.976,899.941
409.973,349.977
309.98,1179.92
409.973,1749.89
169.989,1339.91
409.973,1809.88
319.979,819.947
1219.92,569.963
509.967,379.975
559.964,639.958
399.974,1239.92
509.967,619.96
529.966,1189.92
319.979,1149.93
579.962,899.941
259.983,1189.92
319.979,749.951
309.98,909.941
329.979,799.948
299.98,1389.91
629.959,869.943
389.975,799.948
489.968,1139.93
309.98,749.951
309.98,759.951
389.975,1049.93
359.977,1639.89
309.98,1829.88
469.969,879.943
309.98,1119.93
159.99,1699.89
469.969,1339.91
489.968,1019.93
449.971,769.95
329.979,1219.92
409.973,1049.93
349.977,1509.9
399.974,629.959
39.9974,1719.89
1309.91,1399.91
409.973,889.942
289.981,1219.92
49.9967,619.96
319.979,1469.9
429.972,889.942
399.974,759.951
399.974,1649.89
389.975,939.939
409.973,719.953
349.977,1439.91
289.981,839.945
589.962,599.961
569.963,1099.93
479.969,969.937
309.98,699.954
439.971,699.954
389.975,769.95
199.987,1989.87
49.9967,1229.92
379.975,1259.92
369.976,2429.84
399.974,1529.9
429.972,659.957
359.977,1119.93
389.975,1099.93
469.969,679.956
319.979,779.949
319.979,839.945
339.978,1279.92
419.973,659.957
309.98,779.949
1049.93,869.943
419.973,1639.89
429.972,779.949
419.973,789.949
439.971,649.958
319.979,829.946
409.973,599.961
399.974,1389.91
359.977,1319.91
169.989,939.939
329.979,709.954
559.964,639.958
169.989,579.962
389.975,499.967
389.975,819.947
439.971,969.937
309.98,879.943
539.965,1349.91
409.973,1019.93
409.973,1269.92
319.979,509.967
729.953,1219.92
419.973,1199.92
319.979,729.953
49.9967,1919.88
629.959,1469.9
319.979,699.954
329.979,1479.9
249.984,999.935
369.976,989.936
159.99,1919.88
479.969,709.954
1209.92,489.968
499.967,839.945
439.971,1209.92
329.979,949.938
329.979,819.947
399.974,1119.93
169.989,949.938
299.98,1079.93
759.951,1669.89
49.9967,1789.88
169.989,1969.87
319.979,1009.93
379.975,1379.91
149.99,849.945
319.979,1039.93
169.989,819.947
49.9967,1259.92
359.977,1349.91
169.989,559.964
329.979,2089.86
349.977,919.94
169.989,1319.91
319.979,2119.86
609.96,1189.92
349.977,889.942
49.9967,1079.93
469.969,899.941
289.981,589.962
329.979,1409.91
459.97,1449.91
289.981,909.941
319.979,919.94
1179.92,629.959
409.973,1049.93
419.973,1029.93
329.979,589.962
399.974,1169.92
399.974,1219.92
329.979,749.951
319.979,769.95
329.979,609.96
509.967,1269.92
429.972,989.936
529.966,889.942
429.972,849.945
49.9967,1919.88
169.989,679.956
49.9967,919.94
159.99,1509.9
399.974,1869.88
429.972,1549.9
399.974,1039.93
399.974,1049.93
499.967,1239.92
499.967,819.947
309.98,579.962
409.973,749.951
299.98,1319.91
629.959,959.938
479.969,1039.93
399.974,729.953
339.978,869.943
439.971,909.941
519.966,1059.93
1269.92,579.962
429.972,759.951
499.967,1019.93
319.979,1259.92
249.984,869.943
279.982,909.941
329.979,949.938
399.974,1179.92
449.971,1609.9
409.973,1069.93
369.976,1099.93
309.98,899.941
659.957,739.952
409.973,809.947
319.979,529.966
329.979,1909.88
399.974,759.951
189.988,979.936
399.974,1589.9
579.962,1319.91
489.968,889.942
369.976,669.956
319.979,1159.92
389.975,1359.91
539.965,769.95
399.974,679.956
489.968,1569.9
409.973,1659.89
479.969,599.961
329.979,679.956
399.974,1849.88
419.973,349.977
1019.93,749.951
389.975,1219.92
409.973,629.959
399.974,649.958
329.979,479.969
339.978,459.97
359.977,1139.93
319.979,1219.92
269.982,1139.93
269.982,669.956
499.967,1119.93
169.989,909.941
49.9967,799.948
49.9967,1419.91
319.979,1999.87
879.943,1119.93
339.978,969.937
469.969,1009.93
499.967,699.954
319.979,719.953
289.981,879.943
49.9967,1649.89
549.964,679.956
639.958,1499.9
289.981,1009.93
169.989,1069.93
309.98,839.945
269.982,1279.92
199.987,1109.93
409.973,1379.91
159.99,819.947
339.978,869.943
1429.91,849.945
499.967,919.94
319.979,729.953
309.98,619.96
379.975,1119.93
259.983,889.942
319.979,919.94
509.967,569.963
319.979,589.962
329.979,739.952
169.989,949.938
649.958,859.944
329.979,739.952
399.974,1559.9
319.979,629.959
429.972,1169.92
539.965,1099.93
589.962,699.954
399.974,1159.92
229.985,1179.92
329.979,1099.93
369.976,979.936
409.973,379.975
289.981,799.948
259.983,759.951
369.976,1119.93
409.973,1609.9
439.971,959.938
329.979,629.959
459.97,1739.89
299.98,1149.93
769.95,969.937
1299.92,769.95
419.973,1049.93
429.972,529.966
249.984,609.96
499.967,749.951
459.97,6339.59
319.979,779.949
319.979,1689.89
519.966,1569.9
339.978,909.941
159.99,909.941
619.96,989.936
479.969,379.975
359.977,1579.9
329.979,1099.93
309.98,269.982
479.969,869.943
289.981,289.981
399.974,1459.91
319.979,789.949
319.979,729.953
419.973,1099.93
399.974,979.936
319.979,649.958
429.972,1299.92
309.98,809.947
349.977,1349.91
289.981,1519.9
429.972,1119.93
379.975,1489.9
469.969,509.967
349.977,1529.9
1149.93,739.952
539.965,1249.92
329.979,999.935
509.967,619.96
289.981,1499.9
679.956,819.947
319.979,699.954
349.977,719.953
459.97,1059.93
509.967,1079.93
379.975,1109.93
389.975,809.947
439.971,599.961
159.99,729.953
459.97,709.954
539.965,1649.89
49.9967,619.96
49.9967,1039.93
569.963,1009.93
49.9967,1229.92
419.973,499.967
429.972,969.937
499.967,719.953
659.957,1709.89
289.981,699.954
289.981,859.944
449.971,749.951
409.973,1079.93
299.98,729.953
469.969,619.96
439.971,2379.85
409.973,789.949
1219.92,1039.93
519.966,849.945
559.964,1079.93
309.98,1149.93
319.979,709.954
319.979,589.962
379.975,879.943
319.979,679.956
469.969,719.953
319.979,879.943
389.975,649.958
329.979,689.955
419.973,869.943
319.979,789.949
309.98,979.936
409.973,1079.93
519.966,809.947
469.969,559.964
319.979,699.954
149.99,979.936
559.964,799.948
309.98,839.945
319.979,1379.91
339.978,989.936
329.979,939.939
539.965,1209.92
299.98,499.967
279.982,1199.92
459.97,799.948
389.975,959.938
529.966,1109.93
319.979,839.945
1279.92,919.94
289.981,889.942
519.966,1269.92
569.963,709.954
319.979,1619.89
389.975,809.947
149.99,779.949
309.98,1099.93
699.954,769.95
329.979,839.945
319.979,1499.9
519.966,759.951
539.965,1569.9
459.97,659.957
409.973,489.968
429.972,829.946
379.975,599.961
399.974,689.955
259.983,689.955
499.967,879.943
319.979,1069.93
299.98,1019.93
539.965,999.935
509.967,799.948
359.977,1939.87
569.963,1079.93
399.974,889.942
559.964,909.941
439.971,839.945
329.979,989.936
429.972,919.94
569.963,639.958
1059.93,1209.92
539.965,1169.92
309.98,889.942
599.961,659.957
319.979,1419.91
589.962,509.967
319.979,229.985
319.979,1499.9
399.974,1089.93
39.9974,829.946
379.975,739.952
509.967,899.941
439.971,639.958
299.98,799.948
419.973,1219.92
389.975,1779.88
359.977,979.936
389.975,709.954
319.979,1089.93
419.973,559.964
419.973,679.956
309.98,579.962
449.971,1709.89
309.98,1459.91
249.984,899.941
359.977,849.945
409.973,709.954
389.975,969.937
169.989,639.958
459.97,1449.91
49.9967,789.949
399.974,1479.9
1319.91,1839.88
509.967,1229.92
319.979,899.941
579.962,1269.92
359.977,1279.92
169.989,1459.91
159.99,929.94
319.979,719.953
319.979,1099.93
319.979,999.935
389.975,939.939
299.98,979.936
319.979,1009.93
459.97,549.964
399.974,779.949
399.974,659.957
319.979,1059.93
389.975,1179.92
439.971,1089.93
319.979,639.958
429.972,1449.91
449.971,569.963
319.979,769.95
579.962,1439.91
299.98,919.94
49.9967,959.938
159.99,989.936
489.968,539.965
609.96,899.941
429.972,1019.93
159.99,1979.87
499.967,769.95
939.939,1029.93
469.969,979.936
459.97,1599.9
529.966,909.941
689.955,1019.93
399.974,679.956
369.976,469.969
479.969,1239.92
49.9967,1189.92
389.975,579.962
299.98,719.953
239.984,1189.92
199.987,669.956
389.975,1789.88
499.967,1009.93
309.98,1379.91
399.974,739.952
399.974,909.941
349.977,929.94
529.966,679.956
329.979,539.965
409.973,999.935
719.953,1339.91
399.974,609.96
499.967,269.982
309.98,319.979
399.974,99.9935
409.973,259.983
49.9967,869.943
369.976,779.949
159.99,669.956
529.966,1239.92
1799.88,1149.93
609.96,1099.93
309.98,1529.9
319.979,1439.91
369.976,639.958
179.988,929.94
329.979,1119.93
709.954,2189.86
399.974,619.96
569.963,2149.86
609.96,1389.91
399.974,1099.93
399.974,1049.93
429.972,1119.93
319.979,869.943
389.975,1039.93
429.972,1009.93
289.981,1649.89
319.979,1429.91
399.974,1539.9
369.976,979.936
419.973,989.936
439.971,999.935
319.979,659.957
439.971,979.936
429.972,819.947
329.979,1279.92
509.967,1219.92
319.979,729.953
319.979,1309.91
299.98,1689.89
329.979,679.956
1259.92,579.962
599.961,709.954
499.967,1509.9
429.972,829.946
399.974,999.935
289.981,899.941
399.974,649.958
659.957,1469.9
429.972,809.947
369.976,679.956
319.979,839.945
309.98,1189.92
49.9967,889.942
299.98,1019.93
39.9974,809.947
409.973,699.954
389.975,1299.92
299.98,799.948
329.979,959.938
409.973,739.952
499.967,1699.89
459.97,579.962
419.973,769.95
579.962,1279.92
409.973,1069.93
449.971,729.953
329.979,1159.92
309.98,1029.93
409.973,989.936
159.99,1329.91
639.958,1009.93
519.966,739.952
1119.93,839.945
429.972,999.935
519.966,1119.93
389.975,869.943
419.973,1149.93
419.973,429.972
409.973,1499.9
299.98,1839.88
409.973,2279.85
309.98,1199.92
389.975,1139.93
419.973,899.941
379.975,829.946
289.981,979.936
309.98,819.947
299.98,1989.87
309.98,879.943
49.9967,999.935
239.984,299.98
459.97,59.9961
189.988,209.986
299.98,89.9941
529.966,439.971
159.99,349.977
399.974,1039.93
319.979,1229.92
699.954,939.939
159.99,1269.92
379.975,649.958
169.989,539.965
399.974,379.975
399.974,1239.92
2289.85,789.949
469.969,629.959
319.979,1099.93
579.962,769.95
429.972,939.939
319.979,1029.93
169.989,1179.92
309.98,859.944
169.989,649.958
509.967,589.962
319.979,1459.91
409.973,1239.92
409.973,999.935
329.979,2799.82
329.979,1319.91
299.98,889.942
399.974,739.952
419.973,989.936
149.99,789.949
319.979,859.944
299.98,1209.92
429.972,1249.92
389.975,919.94
399.974,849.945
359.977,939.939
319.979,879.943
369.976,879.943
389.975,569.963
329.979,1549.9
409.973,749.951
699.954,909.941
429.972,669.956
1359.91,1649.89
479.969,639.958
419.973,699.954
559.964,1029.93
399.974,1499.9
329.979,909.941
409.973,919.94
369.976,949.938
179.988,1349.91
49.9967,799.948
489.968,1029.93
329.979,1019.93
299.98,1299.92
369.976,709.954
519.966,1469.9
389.975,809.947
39.9974,949.938
49.9967,789.949
649.958,869.943
49.9967,639.958
149.99,729.953
159.99,799.948
39.9974,1149.93
459.97,949.938
449.971,849.945
169.989,1429.91
519.966,669.956
319.979,1009.93
399.974,1339.91
379.975,849.945
639.958,659.957
509.967,1149.93
1219.92,829.946
429.972,1459.91
409.973,759.951
419.973,689.955
359.977,1169.92
439.971,1789.88
499.967,999.935
689.955,669.956
429.972,699.954
849.945,859.944
619.96,1419.91
689.955,869.943
349.977,909.941
389.975,1079.93
379.975,1449.91
369.976,629.959
319.979,789.949
379.975,2419.84
169.989,679.956
429.972,989.936
319.979,769.95
289.981,249.984
449.971,989.936
309.98,1909.88
179.988,709.954
329.979,1139.93
179.988,899.941
359.977,1579.9
319.979,1139.93
319.979,1259.92
319.979,879.943
329.979,939.939
1069.93,729.953
459.97,949.938
409.973,1029.93
549.964,519.966
589.962,1429.91
409.973,1269.92
319.979,1169.92
249.984,899.941
179.988,1079.93
49.9967,879.943
269.982,1429.91
399.974,999.935
489.968,1089.93
539.965,1239.92
529.966,669.956
359.977,699.954
319.979,1409.91
409.973,949.938
319.979,589.962
49.9967,1139.93
399.974,939.939
409.973,809.947
319.979,1439.91
569.963,1119.93
309.98,1719.89
429.972,1419.91
469.969,659.957
349.977,1539.9
399.974,759.951
179.988,1099.93
49.9967,649.958
49.9967,729.953
1479.9,859.944
639.958,809.947
459.97,899.941
459.97,1129.93
319.979,919.94
449.971,1169.92
409.973,949.938
449.971,1089.93
49.9967,929.94
399.974,1529.9
269.982,609.96
459.97,919.94
609.96,1279.92
319.979,649.958
399.974,1119.93
499.967,609.96
339.978,829.946
519.966,819.947
159.99,789.949
319.979,479.969
429.972,799.948
399.974,1059.93
749.951,1369.91
319.979,499.967
379.975,1589.9
399.974,779.949
369.976,849.945
319.979,629.959
319.979,1179.92
569.963,889.942
679.956,1219.92
339.978,1309.91
1769.88,1229.92
599.961,939.939
529.966,709.954
409.973,889.942
319.979,759.951
319.979,639.958
509.967,919.94
289.981,2459.84
419.973,2029.87
409.973,1379.91
319.979,1059.93
319.979,829.946
339.978,649.958
379.975,1109.93
509.967,649.958
599.961,919.94
399.974,269.982
479.969,189.988
309.98,79.9948
459.97,989.936
319.979,599.961
389.975,989.936
319.979,1109.93
389.975,79.9948
329.979,989.936
489.968,999.935
419.973,539.965
409.973,1439.91
309.98,1119.93
339.978,829.946
509.967,1189.92
499.967,729.953
1219.92,889.942
409.973,1279.92
329.979,549.964
509.967,849.945
319.979,709.954
309.98,1279.92
49.9967,759.951
439.971,1209.92
379.975,489.968
